source,title,doi,url,pdf_url,local_pdf,year,venue,query,abstract
arxiv,Quantum machine learning with subspace states,,http://arxiv.org/abs/2202.00054v2,http://arxiv.org/pdf/2202.00054v2,/home/admin/dev/VRA/Novelty/math_search/papers/Quantum_machine_learning_with_subspace_states.pdf,,,unit circle representation modular exponentiation,"We introduce a new approach for quantum linear algebra based on quantum
subspace states and present three new quantum machine learning algorithms. The
first is a quantum determinant sampling algorithm that samples from the
distribution $\Pr[S]= det(X_{S}X_{S}^{T})$ for $|S|=d$ using $O(nd)$ gates and
with circuit depth $O(d\log n)$. The state of art classical algorithm for the
task requires $O(d^{3})$ operations \cite{derezinski2019minimax}. The second is
a quantum singular value estimation algorithm for compound matrices
$\mathcal{A}^{k}$, the speedup for this algorithm is potentially exponential.
It decomposes a $\binom{n}{k}$ dimensional vector of order-$k$ correlations
into a linear combination of subspace states corresponding to $k$-tuples of
singular vectors of $A$. The third algorithm reduces exponentially the depth of
circuits used in quantum topological data analysis from $O(n)$ to $O(\log n)$.
  Our basic tool are quantum subspace states, defined as $|Col(X)\rangle =
\sum_{S\subset [n], |S|=d} det(X_{S}) |S\rangle$ for matrices $X \in
\mathbb{R}^{n \times d}$ such that $X^{T} X = I_{d}$, that encode
$d$-dimensional subspaces of $\mathbb{R}^{n}$. We develop two efficient state
preparation techniques, the first using Givens circuits uses the representation
of a subspace as a sequence of Givens rotations, while the second uses
efficient implementations of unitaries $\Gamma(x) = \sum_{i} x_{i} Z^{\otimes
(i-1)} \otimes X \otimes I^{n-i}$ with $O(\log n)$ depth circuits that we term
Clifford loaders."
arxiv,"Serre weights and wild ramification in two-dimensional Galois
  representations",,http://arxiv.org/abs/1603.07708v2,http://arxiv.org/pdf/1603.07708v2,/home/admin/dev/VRA/Novelty/math_search/papers/Serre_weights_and_wild_ramification_in_two-dimensional_Galois_representations.pdf,,,unit circle representation modular exponentiation,"A generalization of Serre's Conjecture asserts that if $F$ is a totally real
field, then certain characteristic $p$ representations of Galois groups over
$F$ arise from Hilbert modular forms. Moreover it predicts the set of weights
of such forms in terms of the local behavior of the Galois representation at
primes over $p$. This characterization of the weights, which is formulated
using $p$-adic Hodge theory, is known under mild technical hypotheses if $p &gt;
2$. In this paper we give, under the assumption that $p$ is unramified in $F$,
a conjectural alternative description for the set of weights. Our approach is
to use the Artin-Hasse exponential and local class field theory to construct
bases for local Galois cohomology spaces in terms of which we identify
subspaces that should correspond to ones defined using $p$-adic Hodge theory.
The resulting conjecture amounts to an explicit description of wild
ramification in reductions of certain crystalline Galois representations. It
enables the direct computation of the set of Serre weights of a Galois
representation, which we illustrate with numerical examples. A proof of this
conjecture has been announced by Calegari, Emerton, Gee and Mavrides."
arxiv,"Counting orbits of integral points in families of affine homogeneous
  varieties and diagonal flows",,http://arxiv.org/abs/1110.5773v2,http://arxiv.org/pdf/1110.5773v2,/home/admin/dev/VRA/Novelty/math_search/papers/Counting_orbits_of_integral_points_in_families_of_affine_homogeneous_varieties_and_diagonal_flows.pdf,,,unit circle representation modular exponentiation,"In this paper, we study the distribution of integral points on parametric
families of affine homogeneous varieties. By the work of Borel and
Harish-Chandra, the set of integral points on each such variety consists of
finitely many orbits of arithmetic groups, and we establish an asymptotic
formula (on average) for the number of the orbits indexed by their Siegel
weights. In particular, we deduce asymptotic formulas for the number of
inequivalent integral representations by decomposable forms and by norm forms
in division algebras, and for the weighted number of equivalence classes of
integral points on sections of quadratic surfaces. Our arguments use the
exponential mixing property of diagonal flows on homogeneous spaces."
arxiv,Minimum uncertainty measurements of angle and angular momentum,,http://arxiv.org/abs/quant-ph/0605137v1,http://arxiv.org/pdf/quant-ph/0605137v1,/home/admin/dev/VRA/Novelty/math_search/papers/Minimum_uncertainty_measurements_of_angle_and_angular_momentum.pdf,,,unit circle representation modular exponentiation,"The uncertainty relations for angle and angular momentum are revisited. We
use the exponential of the angle instead of the angle itself and adopt
dispersion as a natural measure of resolution. We find states that minimize the
uncertainty product under the constraint of a given uncertainty in angle or in
angular momentum. These states are described in terms of Mathieu wave functions
and may be approximated by a von Mises distribution, which is the closest
analogous of the Gaussian on the unit circle. We report experimental results
using beam optics that confirm our predictions."
crossref,"Modular Addition, Multiplication, and Exponentiation",10.3840/001914,https://doi.org/10.3840/001914,,,2007,Wolfram Demonstrations Project,unit circle representation modular exponentiation,
crossref,Hardware design for end-to-end modular exponentiation in redundant number representation,10.1109/sips.2005.1579840,https://doi.org/10.1109/sips.2005.1579840,,,,"IEEE Workshop on Signal Processing Systems Design and Implementation, 2005.",unit circle representation modular exponentiation,
crossref,Design and Implementation of High-Performance Modular Exponentiation Arithmetic Unit,10.1109/icise.2009.463,https://doi.org/10.1109/icise.2009.463,,,2009,2009 First International Conference on Information Science and Engineering,unit circle representation modular exponentiation,
crossref,"Modular Addition, Multiplication, and Exponentiation",10.3840/07001914,https://doi.org/10.3840/07001914,,,2007,Wolfram Demonstrations Project,unit circle representation modular exponentiation,
crossref,A modular exponentiation unit based on systolic arrays,10.1007/3-540-57220-1_88,https://doi.org/10.1007/3-540-57220-1_88,,,1993,Lecture Notes in Computer Science Advances in Cryptology — AUSCRYPT '92,unit circle representation modular exponentiation,
crossref,Where All Roads Meet: Modular Exponentiation,10.1007/978-1-4302-0026-0_6,https://doi.org/10.1007/978-1-4302-0026-0_6,,,,Cryptography in C and C++,unit circle representation modular exponentiation,
crossref,"Modular Exponentiation, Modular Logarithm, and One-Way Functions",10.1017/cbo9781139084772.012,https://doi.org/10.1017/cbo9781139084772.012,,,2014,A Cryptography Primer,unit circle representation modular exponentiation,
crossref,Efficient Randomized Regular Modular Exponentiation using Combined Montgomery and Barrett Multiplications,10.5220/0005998503680375,https://doi.org/10.5220/0005998503680375,,,2016,Proceedings of the 13th International Joint Conference on e-Business and Telecommunications,unit circle representation modular exponentiation,
crossref,High-Performance RNS Modular Exponentiation by Sum-Residue Reduction,10.21203/rs.3.rs-86431/v1,https://doi.org/10.21203/rs.3.rs-86431/v1,,,2020,,unit circle representation modular exponentiation,"<jats:title>Abstract</jats:title>
        <jats:p>Modular exponentiation is fundamental in computer arithmetic and is widely applied in cryptography such as ElGamal cryptography, Diffie-Hellman key exchange protocol, and RSA cryptography. Implementation of modular exponentiation in residue number system leads to high parallelism in computation, and has been applied in many hardware architectures. While most RNS based architectures utilizes RNS Montgomery algorithm with two residue number systems, the recent modular multiplication algorithm with sum-residues performs modular reduction in only one residue number system with about the same parallelism. In this work, it is shown that high-performance modular exponentiation and RSA cryptography can be implemented in RNS. Both the algorithm and architecture are improved to achieve high performance with extra area overheads, where a 1024-bit modular exponentiation can be completed in 0.567 ms in Xilinx XC6VLX195t-3 platform, costing 26,489 slices, 87,357 LUTs, 363 dedicated multipilers of $18\times 18$ bits, and 65 Block RAMs.</jats:p>"
crossref,MODULAR EXPONENTIATION,10.47839/ijc.2.3.229,https://doi.org/10.47839/ijc.2.3.229,https://computingonline.net/computing/article/download/229/204,/home/admin/dev/VRA/Novelty/math_search/papers/MODULAR_EXPONENTIATION.pdf,2014,International Journal of Computing,unit circle representation modular exponentiation,"<jats:p>Exponentiation is a fundamental operation in computational number theory. Primality testing and cryptography are important working fields in which the exponentiation is heavily used. In this paper we survey the most popular methods for modular exponentiation: basic techniques, fixed-exponent techniques, fixed-base techniques, and techniques based on modulus particularities. Some aspects related to parallelism are also discussed.</jats:p>"
crossref,Cost effective FPGA Implementation of Right-to-Left Modular Exponentiation with NAF-Representation,10.1016/j.procs.2019.11.049,https://doi.org/10.1016/j.procs.2019.11.049,,,2019,Procedia Computer Science,unit circle representation modular exponentiation,
crossref,Circular Multiplicative Modular Exponentiation: A New Public Key Exchange Algorithm,10.31219/osf.io/dqaj4,https://doi.org/10.31219/osf.io/dqaj4,,,2023,,unit circle representation modular exponentiation,"<p>The major objective of this paper is to present a theoretical model for an algorithm that has not been previously described in the literature, capable of generating a secret key through the transmission of data over a public channel. We explain how the method creates a shared secret key by attaining commutativity through the multiplication of the modular exponentiation of a minimum of two bases and an equal number of private exponents for each party involved in the exchange. In addition, we explore the relationship between CMME and the traditional Diffie-Hellman scheme. We just briefly discuss the algorithm’s security, opting to leave the essential investigation to cryptanalysts, while we elucidate on the algorithm’s mechanism by illustrating some cases.</p>"
crossref,Bit Forwarding Techniques for Efficient Modular Exponentiation,10.1007/978-3-030-74524-0_9,https://doi.org/10.1007/978-3-030-74524-0_9,,,2021,Energy-Efficient Modular Exponential Techniques for Public-Key Cryptography,unit circle representation modular exponentiation,
crossref,Semi-supervised Learning Using Local Regularizer and Unit Circle Class Label Representation,10.4304/jsw.7.5.951-958,https://doi.org/10.4304/jsw.7.5.951-958,,,2012,Journal of Software,unit circle representation modular exponentiation,
crossref,A radix-4 modular multiplication hardware algorithm for modular exponentiation,10.1109/12.156537,https://doi.org/10.1109/12.156537,,,1992,IEEE Transactions on Computers,unit circle representation modular exponentiation,
crossref,Implementation of Modular Exponentiation in Dual-Core,10.1007/978-3-030-74524-0_12,https://doi.org/10.1007/978-3-030-74524-0_12,,,2021,Energy-Efficient Modular Exponential Techniques for Public-Key Cryptography,unit circle representation modular exponentiation,
crossref,Where All Roads Meet: Modular Exponentiation,10.1007/978-1-4302-1157-0_6,https://doi.org/10.1007/978-1-4302-1157-0_6,,,2001,Cryptography in C and C++,unit circle representation modular exponentiation,
crossref,Review of Hardware Techniques for Improving Performance of Modular Exponentiation,10.1007/978-3-030-74524-0_5,https://doi.org/10.1007/978-3-030-74524-0_5,,,2021,Energy-Efficient Modular Exponential Techniques for Public-Key Cryptography,unit circle representation modular exponentiation,
crossref,More Modular Exponentiation (MODP) Diffie-Hellman (DH) Key Exchange (KEX) Groups for Secure Shell (SSH),10.17487/rfc8268,https://doi.org/10.17487/rfc8268,,,2017,,unit circle representation modular exponentiation,
crossref,Where All Roads Meet: Modular Exponentiation,10.1007/978-1-4302-5099-9_6,https://doi.org/10.1007/978-1-4302-5099-9_6,,,2013,Cryptography in C and C++,unit circle representation modular exponentiation,
crossref,Image Representation on the Unit Circle and MQFTR,10.1002/9781394265183.ch8,https://doi.org/10.1002/9781394265183.ch8,,,2025,Quantum Image Processing in Practice,unit circle representation modular exponentiation,
crossref,Spectral Modular Exponentiation,10.1109/arith.2007.34,https://doi.org/10.1109/arith.2007.34,,,2007,18th IEEE Symposium on Computer Arithmetic (ARITH '07),unit circle representation modular exponentiation,
crossref,Montgomery modular exponentiation on reconfigurable hardware,10.1109/arith.1999.762831,https://doi.org/10.1109/arith.1999.762831,,,,Proceedings 14th IEEE Symposium on Computer Arithmetic (Cat. No.99CB36336),unit circle representation modular exponentiation,
crossref,Shor's Factoring Algorithm and Modular Exponentiation Operators,10.12743/quanta.v12i1.235,https://doi.org/10.12743/quanta.v12i1.235,https://dankogeorgiev.com/ojs/index.php/quanta/article/download/77/77,/home/admin/dev/VRA/Novelty/math_search/papers/Shor_s_Factoring_Algorithm_and_Modular_Exponentiation_Operators.pdf,2023,Quanta,unit circle representation modular exponentiation,"<jats:p>We provide a pedagogical presentation of Shor's factoring algorithm, which is a quantum algorithm for factoring very large numbers (of order of hundreds to thousands of bits) in polynomial time. In contrast, all known classical algorithms for the factoring problem take an exponential time to factor such large numbers. Shor's algorithm therefore has profound implication for public-key encryption such as RSA and Diffie–Hellman key exchange. We assume no prior knowledge of Shor's algorithm beyond a basic familiarity with the circuit model of quantum computing. Shor's algorithm contains a number of moving parts, and can be rather daunting at first. The literature is replete with derivations and expositions of Shor's algorithm, but most of them seem to be lacking in essential details, and none of them provide a pedagogical presentation. They require a thicket of appendices and assume a knowledge of quantum algorithms and classical mathematics with which the reader might not be familiar. We therefore start with first principle derivations of the quantum Fourier transform (QFT) and quantum phase estimation (QPE), which are the essential building blocks of Shor's algorithm. We then go on to develop the theory of modular exponentiation (ME) operators, one of the fundamental components of Shor's algorithm, and the place where most of the quantum resources are deployed. We also delve into the number theory that establishes the link between factorization and the period of the modular exponential function. We then apply the QPE algorithm to obtain Shor's factoring algorithm. We also discuss the post-quantum processing and the method of continued fractions, which is used to extract the exact period of the modular exponential function from the approximately measured phase angles of the ME operator. The manuscript then moves on to a series of examples. We first verify the formalism by factoring N=15, the smallest number accessible to Shor's algorithm. We then proceed to factor larger integers, developing a systematic procedure that will find the ME operators for any semi-prime N=p×q (where q and p are prime). Finally, we factor the composite numbers N=21, 33, 35, 143, 247 using the Qiskit simulator. It is observed that the ME operators are somewhat forgiving, and truncated approximate forms are able to extract factors just as well as the exact operators. This is because the method of continued fractions only requires an approximate phase value for its input, which suggests that implementing Shor's algorithm might not be as difficult as first suspected.
Quanta 2023; 12: 41–130.</jats:p>"
crossref,Unit circle representation of aperiodic arrays,10.1109/8.467654,https://doi.org/10.1109/8.467654,,,1995,IEEE Transactions on Antennas and Propagation,unit circle representation modular exponentiation,
crossref,Review of Algorithmic Techniques for Improving the Performance of Modular Exponentiation,10.1007/978-3-030-74524-0_4,https://doi.org/10.1007/978-3-030-74524-0_4,,,2021,Energy-Efficient Modular Exponential Techniques for Public-Key Cryptography,unit circle representation modular exponentiation,
crossref,An algorithm for modular exponentiation,10.1109/arith.1981.6159298,https://doi.org/10.1109/arith.1981.6159298,,,1981,1981 IEEE 5th Symposium on Computer Arithmetic (ARITH),unit circle representation modular exponentiation,
crossref,Montgomery modular exponentiation on FPGA,10.1109/icm.2012.6471439,https://doi.org/10.1109/icm.2012.6471439,,,2012,2012 24th International Conference on Microelectronics (ICM),unit circle representation modular exponentiation,
crossref,Truncated Modular Exponentiation Operators: A Strategy for Quantum Factoring,10.12743/quanta.v13i1.277,https://doi.org/10.12743/quanta.v13i1.277,https://dankogeorgiev.com/ojs/index.php/quanta/article/download/88/88,/home/admin/dev/VRA/Novelty/math_search/papers/Truncated_Modular_Exponentiation_Operators_A_Strategy_for_Quantum_Factoring.pdf,2024,Quanta,unit circle representation modular exponentiation,"<jats:p>Modular exponentiation (ME) operators are one of the fundamental components of Shor's algorithm, and the place where most of the quantum resources are deployed. These operators are often referred to as the bottleneck of the algorithm. I propose a method for constructing the ME operators that requires only $3n + 1$ qubits with no ancillary qubits. The method relies upon the simple observation that the work register starts in state $\vert 1 \rangle$. Therefore, we do not have to create an ME operator $U$ that accepts a general input, but rather, one that takes an input from the periodic sequence of states $\vert f(x) \rangle$ for $x \in \{0, 1, \cdots, r-1\}$. Here, the ME function with base $a$ is defined by $f(x) = a^x ~({\textrm mod}~N)$ and has a period of $r$. For an $n$-bit number $N$, the operator $U$ can be partitioned into $r$ levels, where the gates in level $x \in \{0, 1, \cdots, r-1\}$ increment the state $\vert f(x) \rangle = \vert w_{n-1} \cdots w_1 w_0 \rangle$ to the state $\vert f(x+1) \rangle = \vert w_{n-1}^\prime \cdots w_1^\prime w_0^\prime\rangle$. The gates below $x$ do not affect the state $\vert f(x+1) \rangle$. This amounts to transforming an $n$-bit binary number $w_{n-1} \cdots w_1 w_0$ into another binary number $w_{n-1}^\prime \cdots w_1^\prime w_0^\prime$, without altering the previous states, which can be accomplished by a set of formal rules involving multi-control-NOT gates and single-qubit NOT gates. The process of gate construction can therefore be automated, which is essential for factoring larger numbers. The obvious problem with this method is that it is self-defeating: If we knew the operator $U$, then we would know the period $r$ of the ME function, and there would be no need for Shor's algorithm. I show, however, that the ME operators are very forgiving, and truncated approximate forms in which levels have been omitted are able to extract factors just as well as the exact operators. I demonstrate this by factoring the numbers $N = 21, 33, 35, 143, 247$ by using less than half the requisite number of levels in the ME operators. This procedure works because the method of continued fractions only requires an approximate phase value, which suggests that implementing Shor's algorithm might not be as difficult as first suspected. This is the basis for a factorization strategy in which one level at a time is iterated over using an automated script. In this way, we fill the circuits for the ME operators with more and more gates, and the correlations between the various composite operators $U^p$ (where $p$ is a power of two) compensate for the missing levels.
Quanta 2024; 13: 47–82.</jats:p>"
crossref,"Exponentiation, Modular Multiplication and VLSI Implementation of High-Speed RSA Cryptography",10.7146/dpb.v24i499.7027,https://doi.org/10.7146/dpb.v24i499.7027,http://ojs.statsbiblioteket.dk/index.php/daimipb/article/viewFile/7027/5988,/home/admin/dev/VRA/Novelty/math_search/papers/Exponentiation_Modular_Multiplication_and_VLSI_Implementation_of_High-Speed_RSA_Cryptography.pdf,1995,DAIMI Report Series,unit circle representation modular exponentiation,"<jats:p>This Ph.D. thesis treats the calculation of modular exponentials using very large operands. Through a top-down approach, the basic operations are identified: modular multiplication, modular addition, addition, modular reduction, and quotient determination. Various methods and optimisation techniques for these operations are decribed and compared. The focus is directed toward methods that are suited for VLSI implementation. A very fast VLSI processor has been designed, constructed, and tested.</jats:p>"
crossref,FPGA implementation of the m-ary modular exponentiation,10.1109/idt.2013.6727140,https://doi.org/10.1109/idt.2013.6727140,,,2013,2013 8th IEEE Design and Test Symposium,unit circle representation modular exponentiation,
crossref,Scaling Modular Exponentiation Hardware to the Minimum,10.1049/ic.2012.0216,https://doi.org/10.1049/ic.2012.0216,,,2012,IET Irish Signals and Systems Conference (ISSC 2012),unit circle representation modular exponentiation,
crossref,High-performance modular exponentiation algorithm by using a new modified modular multiplication algorithm and common-multiplicand-multiplication method,10.1109/worldcis17046.2011.5749849,https://doi.org/10.1109/worldcis17046.2011.5749849,,,2011,2011 World Congress on Internet Security (WorldCIS-2011),unit circle representation modular exponentiation,
crossref,Fast quantum modular exponentiation,10.1103/physreva.71.052320,https://doi.org/10.1103/physreva.71.052320,,,2005,Physical Review A,unit circle representation modular exponentiation,
crossref,Efficient Leak Resistant Modular Exponentiation in RNS,10.1109/arith.2017.39,https://doi.org/10.1109/arith.2017.39,,,2017,2017 IEEE 24th Symposium on Computer Arithmetic (ARITH),unit circle representation modular exponentiation,
crossref,A New Modified CMM Modular Exponentiation Algorithm,10.20533/ijicr.2042.4655.2011.0021,https://doi.org/10.20533/ijicr.2042.4655.2011.0021,,,2011,International Journal of Intelligent Computing Research,unit circle representation modular exponentiation,
crossref,High throughput parallel montgomery modular exponentiation on FPGA,10.1109/idt.2014.7038618,https://doi.org/10.1109/idt.2014.7038618,,,2014,2014 9th International Design and Test Symposium (IDT),unit circle representation modular exponentiation,
crossref,New Modular Multiplication Algorithms for Fast Modular Exponentiation,10.1007/3-540-68339-9_15,https://doi.org/10.1007/3-540-68339-9_15,,,1996,Lecture Notes in Computer Science Advances in Cryptology — EUROCRYPT ’96,unit circle representation modular exponentiation,
crossref,Spectacular Exponents: A semi modular Approach to Fast Exponentiation,10.24297/jam.v16i0.8301,https://doi.org/10.24297/jam.v16i0.8301,https://cirworld.com/index.php/jam/article/download/8301/7769,,2019,JOURNAL OF ADVANCES IN MATHEMATICS,unit circle representation modular exponentiation,"<jats:p>This paper introduces a computational scheme for calculating the exponential bw where b and w are positive integers. This two-step method is based on elementary number theory that is used routinely in this and similar contexts, especially the Chinese remainder theorem (CRT), Lagrange’s theorem, and a variation on Garner’s algorithm for inverting the CRT isomorphism. We compare the performance of the new method to the standard fast algorithm and show that for a certain class of exponents it is significantly more efficient as measured by the number of required extended multiplications.    </jats:p>"
crossref,A New CMM-NAF Modular Exponentiation Algorithm by using a New Modular Multiplication Algorithm,10.3923/tasr.2012.240.247,https://doi.org/10.3923/tasr.2012.240.247,,,2012,Trends in Applied Sciences Research,unit circle representation modular exponentiation,
crossref,Study on Several Fast Algorithm of Modular Exponentiation in RSA,10.1109/ncis.2011.82,https://doi.org/10.1109/ncis.2011.82,,,2011,2011 International Conference on Network Computing and Information Security,unit circle representation modular exponentiation,
crossref,Modular exponentiation on fine-grained FPGA,10.1109/sbcci.2000.876021,https://doi.org/10.1109/sbcci.2000.876021,,,,Proceedings 13th Symposium on Integrated Circuits and Systems Design (Cat. No.PR00843),unit circle representation modular exponentiation,
crossref,"On the logarithmic mean convergence and the representation of
              the regular functions in the unit circle",10.1215/s0012-7094-59-02639-0,https://doi.org/10.1215/s0012-7094-59-02639-0,,,1959,Duke Mathematical Journal,unit circle representation modular exponentiation,
crossref,Computing Modular Exponentiation for Fixed-Exponent,10.1145/2835043.2835046,https://doi.org/10.1145/2835043.2835046,,,2015,Proceedings of the 8th Annual ACM India Conference,unit circle representation modular exponentiation,
crossref,The alternative Method to Finish Modular Exponentiation and Point Multiplication Processes,10.3837/tiis.2021.07.017,https://doi.org/10.3837/tiis.2021.07.017,,,2021,KSII Transactions on Internet and Information Systems,unit circle representation modular exponentiation,
crossref,Low power modular integer exponentiation using discrete logarithm transformation,10.1109/mnrc.2008.4683391,https://doi.org/10.1109/mnrc.2008.4683391,,,2008,2008 1st Microsystems and Nanoelectronics Research Conference,unit circle representation modular exponentiation,
crossref,Systolic modular exponentiation,10.1007/3-540-63371-5_49,https://doi.org/10.1007/3-540-63371-5_49,,,1997,Lecture Notes in Computer Science Parallel Computing Technologies,unit circle representation modular exponentiation,
crossref,Joint equidistribution on the product of the circle and the unit cotangent bundle of the modular surface,10.1016/j.jnt.2021.03.010,https://doi.org/10.1016/j.jnt.2021.03.010,,,2021,Journal of Number Theory,unit circle representation modular exponentiation,
crossref,High-radix Montgomery modular exponentiation on reconfigurable hardware,10.1109/12.936241,https://doi.org/10.1109/12.936241,,,2001,IEEE Transactions on Computers,unit circle representation modular exponentiation,
crossref,Quantum representation of 1-D signals on the unit circle,10.1007/s11128-021-03237-3,https://doi.org/10.1007/s11128-021-03237-3,https://link.springer.com/content/pdf/10.1007/s11128-021-03237-3.pdf,/home/admin/dev/VRA/Novelty/math_search/papers/Quantum_representation_of_1-D_signals_on_the_unit_circle.pdf,2021,Quantum Information Processing,unit circle representation modular exponentiation,
arxiv,Regular dessins with primitive automorphism groups,,http://arxiv.org/abs/2303.11808v1,http://arxiv.org/pdf/2303.11808v1,/home/admin/dev/VRA/Novelty/math_search/papers/Regular_dessins_with_primitive_automorphism_groups.pdf,,,exponential map finite group elements cyclic,"We classify the dessins $\mathcal D$ for which the automorphism group $G$
acts primitively and faithfully on the points over one of the three critical
values (without loss of generality the black vertices in the usual bipartite
map representation). We show that they are all generalised Paley dessins, in
which the black vertices are the elements of a finite field ${\mathbb F}_q$,
and $G$ is a subgroup of the affine group ${\rm AGL}_1(q)$. Using earlier
results obtained with Streit and Wolfart, we determine the orbits of the
absolute Galois group on these dessins, we show that they are all defined over
certain cyclotomic fields, and we obtain defining equations in some special
cases. Relaxing the condition of a faithful action allows only cyclic regular
coverings of these dessins."
arxiv,On the number of cyclic subgroups of a finite abelian group,,http://arxiv.org/abs/1203.6201v2,http://arxiv.org/pdf/1203.6201v2,/home/admin/dev/VRA/Novelty/math_search/papers/On_the_number_of_cyclic_subgroups_of_a_finite_abelian_group.pdf,,,exponential map finite group elements cyclic,"We prove by using simple number-theoretic arguments formulae concerning the
number of elements of a fixed order and the number of cyclic subgroups of a
direct product of several finite cyclic groups. We point out that certain
multiplicative properties of related counting functions for finite Abelian
groups are immediate consequences of these formulae."
arxiv,Finite groups with an automorphism cubing a large fraction of elements,,http://arxiv.org/abs/0710.4289v1,http://arxiv.org/pdf/0710.4289v1,/home/admin/dev/VRA/Novelty/math_search/papers/Finite_groups_with_an_automorphism_cubing_a_large_fraction_of_elements.pdf,,,exponential map finite group elements cyclic,"We investigate the possible structures imposed on a finite group by its
possession of an automorphism sending a large fraction of the group elements to
their cubes, the philosophy being that this should force the group to be, in
some sense, close to abelian. We prove two theorems. In the first, we
completely classify all finite groups with an automorphism cubing more than
half their elements. All such groups are either nilpotent class 2 or have an
abelian subgroup of index at most 2. For our second theorem we show that, if a
group possesses an automorphism sending more than 4/15 of its elements to their
cubes, then it must be solvable. The group A_5 shows that this result is best
possible.
  Both our main findings closely parallel results of previous authors on finite
groups possessing an automorphism which inverts many group elements. The
technicalities of the new proofs are somewhat more subtle, and also throw up a
nice connection to a basic problem in combinatorial number theory, namely the
study of subsets of finite cyclic groups which avoid non-trivial solutions to
one or more translation invariant linear equations."
arxiv,Almost cyclic groups,,http://arxiv.org/abs/math/0511400v1,http://arxiv.org/pdf/math/0511400v1,/home/admin/dev/VRA/Novelty/math_search/papers/Almost_cyclic_groups.pdf,,,exponential map finite group elements cyclic,"A group G is almost cyclic if there is an element x in G, such that for all g
in G, there is an element y in G and an integer n with ygy^{-1} = x^n (that is,
every element is conjugate to some power of x). W. Ziller asked whether there
are finitely-presented almost cyclic groups which are not cyclic in connection
with work on closed geodesics. V. Guba constructed an infinite (non-cyclic)
finitely generated almost cyclic group. The principal results of this paper
are: Solvable almost cyclic groups are cyclic, and one-relator almost cyclic
groups are cyclic."
arxiv,Free-by-cyclic groups have solvable conjugacy problem,,http://arxiv.org/abs/math/0405178v2,http://arxiv.org/pdf/math/0405178v2,/home/admin/dev/VRA/Novelty/math_search/papers/Free-by-cyclic_groups_have_solvable_conjugacy_problem.pdf,,,exponential map finite group elements cyclic,"We show that the conjugacy problem is solvable in [finitely generated
free]-by-cyclic groups, by using a result of O. Maslakova that one can
algorithmically find generating sets for the fixed subgroups of free group
automorphisms, and one of P. Brinkmann that one can determine whether two
cyclic words in a free group are mapped to each other by some power of a given
automorphism. The algorithm effectively computes a conjugating element, if it
exists. We also solve the power conjugacy problem and give an algorithm to
recognize if two given elements of a finitely generated free group are
Reidemeister equivalent with respect to a given automorphism."
arxiv,Relative hyperbolicity of free-by-cyclic extensions,,http://arxiv.org/abs/1802.08570v3,http://arxiv.org/pdf/1802.08570v3,/home/admin/dev/VRA/Novelty/math_search/papers/Relative_hyperbolicity_of_free-by-cyclic_extensions.pdf,,,exponential map finite group elements cyclic,"Given a finite rank free group $\mathbb{F}$ of $\mathsf{rank}(\mathbb{F})\geq
3$, we show that the mapping torus of $\phi$ is (strongly) relatively
hyperbolic if $\phi$ is exponentially growing. We combine our result with the
work of Button-Kropholler to answer a question asked by Minasyan-Osin regarding
the acylindrical hyperbolicity of such free-by-cyclic extensions. As an
application we construct new examples of free-by-free hyperbolic extensions
where the elements of the quotient group are not necessarily fully irreducible.
We also give a new proof of the Bridson-Groves quadratic isoperimetric
inequality theorem."
arxiv,"Residual finiteness and strict distortion of cyclic subgroups of
  solvable groups",,http://arxiv.org/abs/1903.08123v3,http://arxiv.org/pdf/1903.08123v3,/home/admin/dev/VRA/Novelty/math_search/papers/Residual_finiteness_and_strict_distortion_of_cyclic_subgroups_of_solvable_groups.pdf,,,exponential map finite group elements cyclic,"We provide polynomial lower bounds for residual finiteness of residually
finite, finitely generated solvable groups that admit infinite order elements
in the Fitting subgroup of strict distortion at least exponential. For this
class of solvable groups which include polycyclic groups with a nontrivial
exponential radical and the metabelian Baumslag-Solitar groups, we improve the
lower bounds found in the literature. Additionally, for the class of residually
finite, finitely generated solvable groups of infinite Pr\""{u}fer rank that
satisfy the conditions of our theorem, we provide the first nontrivial lower
bounds."
arxiv,"On computations with Double Schubert Automaton and stable maps of
  Multivariate Cryptography",,http://arxiv.org/abs/2108.08288v1,http://arxiv.org/pdf/2108.08288v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_computations_with_Double_Schubert_Automaton_and_stable_maps_of_Multivariate_Cryptography.pdf,,,exponential map finite group elements cyclic,"The families of bijective transformations $G_n$ of affine space $K^n$ over
general commutative ring $K$ of increasing order with the property of stability
will be constructed. Stability means that maximal degree of elements of cyclic
subgroup generated by the transformation of degree $d$ is bounded by $d$. In
the case $K=F_q$ these transformations of $K^n$ can be of an exponential order.
We introduce large groups formed by quadratic transformations and numerical
encryption algorithm protected by secure protocol of Noncommutative
Cryptography. The construction of transformations is presented in terms of
walks on Double Schubert Graphs."
